ens_id	gene_symbol	logFC	CI_L	CI_R	AveExpr	t	P_Value	adj_P_Val	B	neg_log_adj_P_Val
ENSG00000164379	FOXQ1	-6.05178624817742	-7.80369139539066	-4.29988110096418	0.327557258690215	-7.66024397949143	1.39551681091883e-05	0.00416434009477989	3.10484859202583	2.38045380959983
ENSG00000180530	NRIP1	-5.82195573837805	-7.07518444096711	-4.56872703578899	3.12567050081438	-10.3016828885877	9.0153317360942e-07	0.00112357549113311	5.37641560329698	2.94939774275432
ENSG00000148346	LCN2	-5.67835652049269	-8.5389590441757	-2.81775399680967	-1.1423605538741	-4.40184503957267	0.00122141495365161	0.0440853809591425	-0.610600081113117	1.3557054019458
ENSG00000229047	AF127577.10	-5.30628356267094	-7.06013524687474	-3.55243187846713	-0.188694605344893	-6.70914535484304	4.45785749325672e-05	0.00749592275473254	1.21197590564367	2.12517489748931
ENSG00000177494	ZBED2	-5.1824363519547	-8.66747772036774	-1.69739498354166	1.12786596084859	-3.29758235057277	0.00767587150365859	0.124803990348223	-2.23758575110292	0.903771528768103
ENSG00000138271	GPR87	-4.84157365142183	-6.77838969582925	-2.90475760701442	-1.95346261718144	-5.54329229585077	0.000216426766218234	0.0168582128524475	0.463246354386839	1.77318846704573
ENSG00000162738	VANGL2	-4.82133116336711	-6.74994982834991	-2.8927124983843	-0.751807493298689	-5.54357858087661	0.0002163378795535	0.0168582128524475	0.483776434848735	1.77318846704573
ENSG00000124107	SLPI	-4.78380760499921	-7.18034697046686	-2.38726823953156	-1.41589662096765	-4.42648246797025	0.00117435246094898	0.0431213268459725	-0.727567800809173	1.36530788434686
ENSG00000182557	SPNS3	-4.7431579982937	-6.99219575402222	-2.49412024256517	-1.16210683003727	-4.67671016804611	0.000791681811269029	0.0354616544087884	-0.568784658281774	1.45024100692328
ENSG00000002587	HS3ST1	-4.57985350771749	-5.09515447008799	-4.06455254534698	1.99087290303523	-19.7088027894265	1.48884341484792e-09	2.92404422084037e-05	10.9708139896782	4.53401606375189
ENSG00000189334	S100A14	-4.53523660372948	-5.31398304677536	-3.75649016068361	1.35945755314174	-12.9143776988744	1.01286831463432e-07	0.000354591883092656	8.16804045164352	3.45027120998839
ENSG00000172164	SNTB1	-4.51881517657044	-5.43164663638868	-3.6059837167522	2.24089942415848	-10.9775036487333	4.90959897547733e-07	0.000941415387697323	6.58505311400273	3.02621870730686
ENSG00000120708	TGFBI	-4.49044570562913	-8.07278333336697	-0.90810807789129	-0.371186170337446	-2.77966555563501	0.0188560864138983	0.194690011136093	-3.00504191137976	0.710656330040111
ENSG00000235609	AF127936.9	-4.38382956308684	-5.95040380800363	-2.81725531817006	-0.128105015092734	-6.20543583641438	8.62768754589548e-05	0.0102857202572469	1.00622609345393	1.9877652914466
ENSG00000104723	TUSC3	-4.12178798614519	-6.2172694635974	-2.02630650869297	-0.343668596578752	-4.3618570993144	0.00130207782331679	0.0457043690336493	-1.19843129777923	1.34004228228222
ENSG00000058335	RASGRF1	-4.10701029051241	-5.3813156348503	-2.83270494617452	0.148597268686662	-7.14696898033479	2.57725879386261e-05	0.00574782969111233	2.64746392857655	2.2404961085451
ENSG00000144452	ABCA12	-4.00170844064145	-5.35897675976446	-2.64444012151844	-0.40541661889524	-6.53806662537258	5.55809553282338e-05	0.00811065428606201	1.83459410973354	2.09094410986225
ENSG00000183696	UPP1	-3.89374408642842	-4.93464013619388	-2.85284803666296	4.15729220173742	-8.29525335181239	6.80055509151911e-06	0.00288166721448031	4.31170365080878	2.54035617454902
ENSG00000103888	CEMIP	-3.79103403341506	-4.99215360904041	-2.58991445778971	1.40305026709709	-6.99908147072051	3.09316396381663e-05	0.00633582195092043	2.85004797908252	2.19819703577766
ENSG00000124813	RUNX2	-3.76874586430047	-4.72757836202711	-2.80991336657383	1.88676730627265	-8.71613038762483	4.31984723436216e-06	0.00253568726877625	4.70625686258852	2.5959043098675
ENSG00000164484	TMEM200A	-3.73028599430854	-4.65546552205703	-2.80510646656005	-1.35087773899908	-8.94099240797935	3.41345958326635e-06	0.00223602827129212	3.99962515684149	2.65052270973528
ENSG00000272502	RP11-713M15.2	-3.7160238067172	-5.03351344467884	-2.39853416875555	-2.95260404885251	-6.25461943651056	8.07716900746661e-05	0.0101141110998642	1.31194705347571	1.99507228010896
ENSG00000164002	EXO5	-3.62337308806233	-6.46790082684509	-0.778845349279579	-1.40883837304817	-2.82470105276941	0.0174324006056136	0.188055128121759	-2.95070954195943	0.72571481919656
ENSG00000163565	IFI16	-3.5997942691446	-5.80226879956795	-1.39731973872125	-2.36479417655459	-3.62440229702641	0.00439316699254824	0.0940182111829491	-2.03157567826306	1.02678801607868
